iter	Logloss
118	0.2807115787
119	0.280394814
120	0.2800083383
121	0.2796275711
122	0.2792477071
123	0.2788099943
124	0.2785570916
125	0.2781420482
126	0.2777864039
127	0.2774311209
128	0.2771941361
129	0.2765611248
130	0.2762830353
131	0.2759881278
132	0.27561229
133	0.2753147485
134	0.274987969
135	0.2747435322
136	0.274348604
137	0.2739249768
138	0.2736093761
139	0.2733487183
140	0.2730267555
141	0.2726767982
142	0.2718035373
143	0.2715386475
144	0.271338308
145	0.2711248589
146	0.2707412926
147	0.270526535
148	0.2702895215
149	0.2699489067
150	0.2696331603
151	0.2694372054
152	0.2691980392
153	0.2687059528
154	0.2684404452
155	0.2681293502
156	0.2678100886
157	0.2675355178
158	0.2673975622
159	0.2672158751
160	0.2669476123
161	0.2665366143
162	0.2661808508
163	0.2658706654
164	0.2655550617
165	0.2652948645
166	0.2650748788
167	0.2648728839
168	0.2645020231
169	0.2641595484
170	0.2638868593
171	0.2636326715
172	0.2632224361
173	0.2629446405
174	0.2627731476
175	0.2625035529
176	0.2622679664
177	0.2618183872
178	0.2615714199
179	0.2613966504
180	0.2610091331
181	0.2606800736
182	0.2603290587
183	0.2601033491
184	0.2597780648
185	0.2596271901
186	0.2593105026
187	0.2590582244
188	0.2587641893
189	0.2585496845
190	0.2582324223
191	0.2577234251
192	0.257426162
193	0.2572931966
194	0.2570022155
195	0.2568470844
196	0.2564004504
197	0.2561649339
198	0.255972595
199	0.2558137024
200	0.2555544171
201	0.2552294418
202	0.2547843899
203	0.2543575426
204	0.2540984251
205	0.2539130535
206	0.2535726061
207	0.2532657846
208	0.253122198
209	0.2528969224
210	0.2526631239
211	0.2524720426
212	0.2522818228
213	0.2521368025
214	0.2520411216
215	0.2518070649
216	0.2516763712
217	0.2515355815
218	0.2512321447
219	0.2508829836
220	0.2506429971
221	0.2504878398
222	0.2503503507
223	0.2501471859
224	0.2499515817
225	0.2497067002
226	0.2495624623
227	0.2494049248
228	0.2492468767
229	0.2491400091
230	0.2490021516
231	0.2487558365
232	0.2486121434
233	0.2482945196
234	0.2481379708
235	0.2479041375
236	0.2476885255
237	0.24748757
238	0.2473081675
239	0.2470861032
240	0.2468823783
241	0.2467054544
242	0.2465614267
243	0.2463693524
244	0.2460946259
245	0.2458350001
246	0.2456330511
247	0.2454568723
248	0.2452265896
249	0.2450548631
250	0.2448742059
251	0.2446688973
252	0.2444657577
253	0.2442481205
254	0.2438191218
255	0.243551516
256	0.243340603
257	0.2431725035
258	0.2430541253
259	0.2429002925
260	0.2427077538
261	0.2425986255
262	0.2423740029
263	0.2421752868
264	0.2420340049
265	0.2418674741
266	0.2416116148
267	0.2414265841
268	0.2411291482
269	0.2409554689
270	0.2408007748
271	0.2406514134
272	0.2405371497
273	0.2403520279
274	0.2400956995
275	0.239815248
276	0.2395995677
277	0.2393744529
278	0.2391658547
279	0.2389370777
280	0.2387315255
281	0.2385941603
282	0.2383166026
283	0.2382052282
284	0.2379776476
285	0.2377274646
286	0.2375129755
287	0.237365942
288	0.2372347111
289	0.2370667287
290	0.2369093043
291	0.2367390843
292	0.236471085
293	0.236395355
294	0.2360159637
295	0.2358834462
296	0.2356496885
297	0.2354433976
298	0.2353309572
299	0.235118631
300	0.2348948152
301	0.2345883068
302	0.2344742432
303	0.2343494367
304	0.2342106282
305	0.2340563896
306	0.2336803933
307	0.2335733615
308	0.2333692532
309	0.233139922
310	0.2328841804
311	0.2326877385
312	0.2324628857
313	0.2320311973
314	0.231923575
315	0.2317407262
316	0.231549264
317	0.2313324249
318	0.2311180902
319	0.2310256765
320	0.2307777932
321	0.2306547223
322	0.2304778011
323	0.2302877812
324	0.230191478
325	0.2300803945
326	0.2298462769
327	0.229604798
328	0.2294251983
329	0.2291561977
330	0.2290385404
331	0.2288422121
332	0.2284587095
333	0.2282816737
334	0.2279830084
335	0.2276727701
336	0.2273862204
337	0.2271542295
338	0.2269863698
339	0.2268170417
340	0.2263753746
341	0.2259436088
342	0.2257229132
343	0.2254853871
344	0.225322806
345	0.2251390113
346	0.2248379652
347	0.2246886942
348	0.2245657622
349	0.2244649356
350	0.2243343524
351	0.224181563
352	0.2238995126
353	0.2235650757
354	0.223433543
355	0.2233363862
356	0.2232377577
357	0.2230848705
358	0.2228591831
359	0.2226394676
360	0.2225177017
361	0.2221992266
362	0.2221237109
363	0.2219312293
364	0.2217531855
365	0.2215981272
366	0.2214476865
367	0.221231214
368	0.2210072922
369	0.2208687171
370	0.2207162138
371	0.2205685388
372	0.2204184296
373	0.2202084996
374	0.220058982
375	0.2198414668
376	0.2197023518
377	0.2195018903
378	0.2192606606
379	0.218997646
380	0.218800474
381	0.2185358954
382	0.2183682959
383	0.2181709563
384	0.2178554387
385	0.2177113855
386	0.2175171472
387	0.217375901
388	0.2172501817
389	0.2170338087
390	0.2169298156
391	0.2168064391
392	0.2166331647
393	0.2163412932
394	0.2161272641
395	0.2158589768
396	0.2156869918
397	0.2155514524
398	0.2153798212
399	0.2152426966
400	0.2150956596
401	0.214894123
402	0.2146665586
403	0.2144519295
404	0.214293327
405	0.2141481582
406	0.2139716415
407	0.2138127808
408	0.21363603
409	0.2134420505
410	0.2131504106
411	0.2129505029
412	0.2127795869
413	0.2126275942
414	0.2124850774
415	0.2123544061
416	0.2119259234
417	0.211740339
418	0.2116087653
419	0.2114760617
420	0.21125658
421	0.2111198156
422	0.210983305
423	0.2108754974
424	0.2107384185
425	0.2105882181
426	0.2104222381
427	0.2101671622
428	0.2100149639
429	0.209789461
430	0.2096091828
431	0.20950175
432	0.2093646002
433	0.2090823042
434	0.2089458933
435	0.2088191417
436	0.2086957546
437	0.2085256129
438	0.2084309447
439	0.2082610758
440	0.2081281752
441	0.2079627372
442	0.2078311246
443	0.2075730928
444	0.2074437678
445	0.2073075656
446	0.2071619257
447	0.2070036236
448	0.2068258063
449	0.2067360472
450	0.2065301001
451	0.2063840261
452	0.2062317658
453	0.2059659342
454	0.2058317788
455	0.2057117781
456	0.2055841433
457	0.2054600937
458	0.2053085259
459	0.205128994
460	0.2049034275
461	0.2047409046
462	0.2045890822
463	0.204386871
464	0.2042704094
465	0.2041163813
466	0.2039945945
467	0.203870734
468	0.20378666
469	0.2036657019
470	0.2035209794
471	0.2034336765
472	0.203314678
473	0.2031589322
474	0.2030130803
475	0.2028715781
476	0.2026702325
477	0.2025187362
478	0.2023207541
479	0.2022249677
480	0.2021508363
481	0.2020397767
482	0.2019276443
483	0.2017059816
484	0.2015828721
485	0.2014917282
486	0.2014084311
487	0.2013021836
488	0.2011737951
489	0.2010263093
490	0.2008220523
491	0.2006894071
492	0.2005401945
493	0.200430571
494	0.2003025275
495	0.200198913
496	0.1999015059
497	0.1995385042
498	0.1994007987
499	0.1992864175
500	0.1992122952
501	0.1990879558
502	0.1989861064
503	0.1988879483
504	0.1988001997
505	0.1985415918
506	0.1984297121
507	0.1983286334
508	0.1981479539
509	0.1980374545
510	0.1979291943
511	0.1977383021
512	0.1975766152
513	0.1974362169
514	0.1972435831
515	0.1970099817
516	0.1969067525
517	0.1967628531
518	0.1966790752
519	0.1964666038
520	0.1963369673
521	0.1960674377
522	0.195966597
523	0.1958381004
524	0.1957471903
525	0.1956272282
526	0.1954354465
527	0.1953506282
528	0.1952587857
529	0.1951868875
530	0.1950697104
531	0.1949902318
532	0.1948637544
533	0.1947777722
534	0.1946237067
535	0.1944424987
536	0.1943192241
537	0.1942218332
538	0.1940835718
539	0.1939424297
540	0.1938217553
541	0.1937237552
542	0.1936109231
543	0.1934632928
544	0.1933811824
545	0.1932949348
546	0.1931328711
547	0.1930456434
548	0.1929456353
549	0.1928086469
550	0.1926585683
551	0.1925108015
552	0.1923923234
553	0.1922657815
554	0.1921526916
555	0.1920667933
556	0.1919456468
557	0.191807713
558	0.1916617879
559	0.1915320543
560	0.191458485
561	0.1913763038
562	0.1912852835
563	0.1910969859
564	0.1909583861
565	0.1908570813
566	0.1906627431
567	0.1905262233
568	0.1903754939
569	0.1902534566
570	0.1901375454
571	0.190006353
572	0.1899130885
573	0.1898155446
574	0.1896911309
575	0.1895949743
576	0.1895320799
577	0.1893588438
578	0.1891962781
579	0.1890541096
580	0.1889855568
581	0.1889049267
582	0.1887906365
583	0.1886205108
584	0.1885336043
585	0.1884053788
586	0.1883155048
587	0.1881898744
588	0.1880850719
589	0.1879673147
590	0.1878329297
591	0.1877218384
592	0.1876397373
593	0.187556354
594	0.1874812983
595	0.1873455039
596	0.1871463076
597	0.1869433823
598	0.1868287245
599	0.1866819755
600	0.1865990366
601	0.1864733833
602	0.1863796083
603	0.1862938504
604	0.1861988161
605	0.1861336179
606	0.1860187193
607	0.1859526534
608	0.1858491595
609	0.1857338931
610	0.1856499893
611	0.1855679859
612	0.1854423773
613	0.1853403851
614	0.1852301862
615	0.1851393242
616	0.1850682531
617	0.1849882063
618	0.1848268059
619	0.1847443808
620	0.184668024
621	0.1845017683
622	0.184355044
623	0.1842988217
624	0.1841612106
625	0.1840773981
626	0.1839938427
627	0.1838804525
628	0.1837870372
629	0.1836461648
630	0.1835805998
631	0.1834765217
632	0.1833768932
633	0.1833062504
634	0.1832007258
635	0.1831124594
636	0.1830156296
637	0.1829207789
638	0.1828087909
639	0.1827067029
640	0.1826200155
641	0.1825482493
642	0.1824614303
643	0.1823685239
644	0.1822012784
645	0.1821290721
646	0.1820418675
647	0.1819182947
648	0.1818486672
649	0.1817578498
650	0.1816930382
651	0.1815872921
652	0.1814757768
653	0.1814097601
654	0.1813234904
655	0.1812292872
656	0.1810816794
657	0.1810151152
658	0.1809114556
659	0.1808151102
660	0.1806800274
661	0.1805027566
662	0.1804252539
663	0.1803522981
664	0.1802690361
665	0.1800261848
666	0.1799584841
667	0.179880298
668	0.1798127868
669	0.1797208366
670	0.1796010943
671	0.1794854116
672	0.1793610555
673	0.1793011491
674	0.1791646932
675	0.1790550076
676	0.1789943264
677	0.1788455078
678	0.1787056561
679	0.1785880262
680	0.1784457064
681	0.1782382139
682	0.1781882549
683	0.1780858585
684	0.1779695923
685	0.1779065523
686	0.177763737
687	0.1775905648
688	0.1775077459
689	0.1774290129
690	0.1773466674
691	0.1772364641
692	0.177143012
693	0.1770395992
694	0.1769852369
695	0.1768532042
696	0.1767738836
697	0.1766457483
698	0.1765881125
699	0.1764959744
700	0.1763905945
701	0.1762655858
702	0.1761735894
703	0.1760967033
704	0.175993385
705	0.175885827
706	0.1757686152
707	0.1756967667
708	0.1756246504
709	0.1755313719
710	0.1754494201
711	0.175368094
712	0.175293344
713	0.1751935383
714	0.1751129469
715	0.1749994306
716	0.1748722553
717	0.1747582676
718	0.1746597827
719	0.1745833223
720	0.1745026126
721	0.1744356903
722	0.174360867
723	0.1742652465
724	0.1741408096
725	0.174044818
726	0.173922122
727	0.1738523616
728	0.1737296791
729	0.1736203471
730	0.1735289588
731	0.1733970846
732	0.1732931781
733	0.173208172
734	0.1731265675
735	0.173002182
736	0.1728946595
737	0.1728326684
738	0.1727683462
739	0.1726928247
740	0.1726062112
741	0.1725154254
742	0.1724174081
743	0.1723165312
744	0.172227189
745	0.1721326768
746	0.172024351
747	0.1719523655
748	0.1718332909
749	0.1717785095
750	0.1716883026
751	0.1716190661
752	0.1715399986
753	0.1714049831
754	0.1713545531
755	0.1712806628
756	0.1711928029
757	0.1711217529
758	0.1710717568
759	0.1710161785
760	0.1709515251
761	0.1709009124
762	0.1708089658
763	0.170674695
764	0.1705781186
765	0.1704856277
766	0.1704041697
767	0.1703318247
768	0.1702344292
769	0.1701754646
770	0.1700659166
771	0.1699715217
772	0.1698637549
773	0.1697636506
774	0.1697129453
775	0.1696497792
776	0.1695810263
777	0.1694661858
778	0.1693907121
779	0.169308624
780	0.1692600366
781	0.1691665151
782	0.169072739
783	0.1689703087
784	0.168912403
785	0.1688536278
786	0.1687580245
787	0.1686627806
788	0.1685932827
789	0.1684990463
790	0.1684073371
791	0.1683140193
792	0.1681990755
793	0.1680826556
794	0.1679590275
795	0.1677558643
796	0.1676158318
797	0.1675252454
798	0.1673351261
799	0.1672045627
800	0.1671271413
801	0.166997157
802	0.1669358937
803	0.1668569767
804	0.1667707106
805	0.1666787646
806	0.1665677312
807	0.1665181985
808	0.1664239393
809	0.1663386692
810	0.1662803865
811	0.1661274377
812	0.1660347691
813	0.1658798048
814	0.1657760863
815	0.1657147035
816	0.1656337937
817	0.1654931414
818	0.1653824955
819	0.1653169439
820	0.1652044162
821	0.1651621367
822	0.1650729153
823	0.164976298
824	0.1649247341
825	0.1648203067
826	0.164588542
827	0.164502925
828	0.1644195844
829	0.1643302225
830	0.1642473549
831	0.1641802068
832	0.1641046677
833	0.1639567474
834	0.1638752591
835	0.1637699507
836	0.1636716337
837	0.1636064476
838	0.1635606778
839	0.1634839506
840	0.1634036934
841	0.1633121171
842	0.1632347182
843	0.1631819767
844	0.1630552795
845	0.1629507728
846	0.162883578
847	0.1627915798
848	0.1626712885
849	0.1625755758
850	0.1625105653
851	0.1624516031
852	0.1624077862
853	0.1622751832
854	0.1622230566
855	0.1621529898
856	0.162087672
857	0.161992804
858	0.1618893286
859	0.1618064663
860	0.1617119426
861	0.1616066488
862	0.161548404
863	0.1614471574
864	0.1613663261
865	0.1612909855
866	0.1612418279
867	0.161166465
868	0.1611014845
869	0.16100144
870	0.1609258674
871	0.1608731085
872	0.1607526634
873	0.1606900964
874	0.1606386284
875	0.1605357938
876	0.1604815636
877	0.1604027032
878	0.1603182939
879	0.1602217541
880	0.1601372023
881	0.1600513225
882	0.1599608061
883	0.1598948619
884	0.1598064798
885	0.1597390963
886	0.1596511335
887	0.1595606609
888	0.159505438
889	0.1594429161
890	0.1593700834
891	0.1592992783
892	0.1592092785
893	0.1591244821
894	0.1590461775
895	0.1590056044
896	0.1589201983
897	0.1588535008
898	0.1587843653
899	0.1587281711
900	0.1586483867
901	0.1585585205
902	0.1584983734
903	0.1584205671
904	0.1583031315
905	0.158237051
906	0.1581876101
907	0.1581048488
908	0.1579883371
909	0.1579263022
910	0.1578244154
911	0.1576870712
912	0.1575914158
913	0.1575099499
914	0.1574481853
915	0.1573628623
916	0.1573093842
917	0.1572532608
918	0.1571786156
919	0.1571069789
920	0.1570475134
921	0.1569939845
922	0.1569162907
923	0.1568698776
924	0.1568103627
925	0.1567349626
926	0.1566633571
927	0.1565694264
928	0.1564847138
929	0.1563780998
930	0.1562860824
931	0.1562270631
932	0.1561683697
933	0.1560988105
934	0.1560100643
935	0.155951556
936	0.1558922305
937	0.1558352279
938	0.1557819693
939	0.1556831173
940	0.1555961677
941	0.1555120328
942	0.1554102942
943	0.1553569253
944	0.1552913373
945	0.1552226609
946	0.1551312871
947	0.1550703033
948	0.1550152305
949	0.1549363129
950	0.1548630401
951	0.1547866547
952	0.1546794679
953	0.1546074385
954	0.1545415206
955	0.1544763481
956	0.1544198412
957	0.1543064458
958	0.1542523909
959	0.1541851539
960	0.1541314702
961	0.154060402
962	0.1540092828
963	0.1539344179
964	0.15386878
965	0.1537360689
966	0.1536831461
967	0.1536028683
968	0.153536466
969	0.1534518487
970	0.1533730724
971	0.1533260637
972	0.1532502619
973	0.1531527614
974	0.1531179258
975	0.1530629914
976	0.1529946773
977	0.1529452315
978	0.1528520816
979	0.1527573011
980	0.1527010876
981	0.1526207841
982	0.1525812203
983	0.1524812583
984	0.1524023099
985	0.1523048523
986	0.1522373315
987	0.152170644
988	0.152096497
989	0.1520232143
990	0.1519400187
991	0.1518232394
992	0.1517496117
993	0.1516285811
994	0.1514824628
995	0.1513343067
996	0.1512651826
997	0.151176136
998	0.15112435
999	0.1510254609
